id_number	mz	rtime	cSelectivity	goodness_fitting	snr	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F12827	237.0184	751.24	1	0.96	48	876647	1045322	1218462	0	0	0
F12828	325.122	759.23	1	0.94	152	950829	1065216	1071678	0	0	0
F12829	594.0014	796.3	1	0.99	9	495823	0	0	0	0	0
F12830	594.0014	822.18	1	0.96	9	0	0	0	0	486931	0
F12831	591.2564	660.5	1	0.94	89	0	4054	0	818243	0	0
F12832	594.2137	764.87	1	0.95	499	4320582	4592942	4554611	0	0	0
F12833	592.3849	143.05	1	0.99	1756	0	9175289	9564164	10969494	0	0
F12834	325.285	160.81	0.86	0.32	239	1047051	1063611	1257158	269588	0	0
F12835	325.285	237.83	0.84	0.86	179	755664	10482	882486	18375	0	0
F12836	325.285	257.76	0.9	0.58	69	23390	834900	79476	4890	0	0
F12837	594.7153	763.76	1	0.96	285	2172452	2165922	2390718	0	0	0
F12838	239.2374	141.99	0.71	0.6	85	577924	675675	0	0	471895	0
F12839	594.5461	137.77	1	0.84	7	0	1297700	0	0	0	0
F12840	595.4362	140.93	1	0.79	827	3721563	3551796	4487383	4431881	4268459	0
F12841	325.2926	147.7	1	0.81	51	1545268	2195882	1406136	0	879203	0
F12842	596.3891	126.22	1	0.87	94	0	482352	0	0	0	0
F12843	597.4748	152.07	1	0.84	814	4922897	6705424	6534023	8337443	7477795	0
F12844	240.0958	647.47	1	0.75	278	1117764	1534054	1825849	0	0	0
F12845	240.0958	687.86	1	0.48	63	746514	936149	934061	0	0	0
F12846	597.959	823.3	0.62	0.98	48	0	0	0	0	595446	0
F12847	600.2438	745.56	1	0.99	193	0	1561213	1602260	0	0	0
F12848	325.6138	706.72	1	0.94	68	586472	624636	580788	0	0	0
F12849	325.6138	774.92	1	0.94	161	911352	271814	1190628	0	0	0
F12850	325.6138	785.37	1	0.91	93	0	938474	118281	0	0	0
F12851	598.2678	489.76	1	0.99	249	2609504	2592638	2497836	0	0	0
F12852	240.1003	235.83	1	0.83	183	1108873	146523	788698	0	0	0
F12853	601.3721	152.96	0.6	0.7	67	0	0	290804	188059	0	0
F12854	598.3265	465	1	0.95	186	1576006	1616954	1712940	0	0	0
F12855	326.1453	149.44	0.75	0.78	49	155198	0	0	245582	0	0
F12856	326.2772	144.07	1	0.91	367	1045230	0	1552569	1303221	1322356	0
F12857	598.7693	488.6	1	0.99	138	1360533	1420447	1369104	0	0	0
F12858	603.7356	776.92	1	0.82	5	0	0	667704	0	0	0
F12859	603.7356	784.27	1	0.91	5	0	738001	97874	0	0	0
F12860	240.1678	145.95	1	0.64	110	162833	0	299458	205769	327960	0
F12861	240.1678	863.75	1	0.89	131	13391	0	1862	2725141	2466992	0
F12862	326.983	815.52	1	0.95	283	2748746	131458	1862208	0	0	0
F12863	326.983	826.81	1	0.98	242	74622	2681319	587834	0	0	0
F12864	605.0185	802.36	1	0.95	47	0	0	778170	0	0	0
F12865	605.0185	811.12	1	0.98	36	0	613595	55406	0	0	0
F12866	600.2396	687.86	1	0.96	64	1107395	1247788	1220590	0	0	0
F12867	600.2396	737.74	1	0.9	72	1023341	0	1282	0	0	0
F12868	241.0712	682.38	1	0.97	214	1915689	1941155	2024663	0	0	0
F12869	601.2792	127.33	1	0.97	259	1285555	0	0	681552	0	0
F12870	605.3149	146.83	1	0.82	30	0	684029	722025	0	0	0
F12871	605.3149	154.79	1	0.66	28	0	878340	398315	0	0	0
F12872	602.1992	645.21	1	0.84	71	641129	654309	577098	0	0	0
F12873	602.1992	675.89	1	0.98	89	909682	87816	763002	0	0	0
F12874	602.1992	684.54	1	0.97	59	23109	853088	116098	0	0	0
F12875	243.0269	813.39	1	0.93	251	4018451	4163241	4434006	0	0	0
F12876	243.0956	697.82	1	0.98	174	1111006	1330818	1606995	0	0	0
F12877	608.2599	144.07	1	0.93	133	0	427678	281589	0	353133	0
F12878	603.3302	172.51	1	0.88	209	800413	0	863075	683390	526363	0
F12879	603.3302	238.79	1	0.95	221	513944	0	696788	488374	226341	0
F12880	243.1205	250.69	0.73	0.69	91	477476	0	0	506753	0	0
F12881	608.5255	139.87	1	0.78	39	0	381160	0	0	517586	0
F12882	603.3429	468.47	1	0.97	1779	12153991	12326691	11916906	0	0	0
F12883	244.0795	684.54	1	0.99	2846	55116395	58999182	58615008	0	0	0
F12884	603.4127	166.85	1	0.99	235	0	0	2322104	0	0	0
F12885	610.5403	138.82	1	0.8	101	0	722170	519950	0	374644	0
F12886	244.0913	237.83	1	0.89	346	1081679	7657	1430354	0	0	0
F12887	244.0913	257.76	0.75	0.46	118	0	1147154	0	0	0	0
F12888	604.3543	189.56	1	0.81	114	1577428	1403203	1534918	0	0	0
F12889	604.3543	313.21	1	0.9	69	1450899	1555560	1542521	0	0	0
F12890	244.0941	754.62	1	0.88	449	2214947	2671459	3052400	0	0	0
F12891	612.3554	141.99	0.75	0.6	107	0	393125	0	517396	313208	0
F12892	245.0489	745.56	1	0.82	72	818949	1666	0	0	0	0
F12893	245.0489	753.48	1	0.82	83	268298	1311974	0	0	0	0
F12894	612.3945	167.76	1	0.89	356	0	840429	1112823	1661236	1325794	0
F12895	605.4885	156.73	1	0.65	119	760493	0	980714	0	0	0
F12896	245.0828	685.62	1	0.98	405	4584618	4848437	4778437	0	0	0
F12897	606.0851	811.12	1	0.99	752	2653150	0	3624947	0	0	0
F12898	606.0851	822.18	1	0.98	412	41594	3086702	220062	0	0	0
F12899	245.1386	165.91	1	0.71	67	917136	1276195	0	0	1391543	0
F12900	606.3531	123.13	0.56	0.93	101	326449	261094	296656	0	260567	0
F12901	618.4727	130.38	1	0.96	1045	0	31335827	0	0	0	0
F12902	606.8713	187.59	1	0.93	117	974550	908718	633051	0	0	0
F12903	606.8713	428.3	1	0.95	144	942905	843992	1102449	0	0	0
F12904	621.3817	138.82	0.71	0.63	184	0	595281	506174	0	0	0
F12905	246.1566	811.12	1	0.46	268	1102862	63355	1514513	0	0	0
F12906	246.1566	819.88	1	0.87	191	47492	1325785	126816	0	0	0
F12907	327.1486	186.61	1	0.9	39	2376414	2419641	2952220	0	0	0
F12908	607.267	143.05	1	0.87	492	1042587	538884	661392	518806	532223	0
F12909	622.504	140.93	1	0.63	73	0	431698	610185	0	735390	0
F12910	607.372	427.22	0.75	0.93	41	387407	396091	379684	0	0	0
F12911	327.3369	146.83	1	0.79	120	197425	260956	366641	0	0	0
F12912	623.4234	160.81	1	0.78	105	0	320791	408255	0	0	0
F12913	607.4311	814.46	0.53	0.8	91	19003	0	0	1847600	0	0
F12914	623.672	768.96	1	0.96	32	0	984670	1104724	0	0	0
F12915	608.0891	793.12	1	0.96	919	5258207	73307	4347192	0	0	0
F12916	608.0891	803.36	1	0.99	527	195173	4944967	380097	0	0	0
F12917	625.3947	125.2	1	0.85	62	0	464498	0	0	364556	0
F12918	608.4356	157.74	0.43	0.79	36	501063	0	0	0	0	0
F12919	627.4984	140.93	1	0.62	75	0	976667	0	0	1413695	0
F12920	328.1758	164.92	1	0.39	25	143986	258775	48753	292961	160829	0
F12921	328.1758	173.54	1	0.6	17	333161	327002	523369	391360	345985	0
F12922	328.1758	237.83	1	0.74	66	1227649	1291526	1190679	1316896	1322700	0
F12923	609.0926	793.12	1	0.96	126	885988	0	752383	0	0	0
F12924	609.0926	803.36	1	0.96	75	7165	828368	42938	0	0	0
F12925	631.4838	131.41	1	0.97	125	0	552726	495028	423355	518188	0
F12926	435.2572	237.83	0.5	0.96	134	0	0	411958	431476	368215	0
F12927	635.4504	140.93	0.75	0.88	126	0	424054	347272	0	611847	0
F12928	610.2272	646.35	1	0.54	2822	89838183	91045993	87872723	0	0	0
F12929	443.3927	139.87	1	0.94	12	0	0	312976	450252	0	0
F12930	642.2104	138.82	1	0.87	240	0	1377715	1621771	0	1342909	0
F12931	610.3221	236.86	0.75	0.62	409	3067056	45571	0	0	0	0
F12932	610.3221	255.73	0.73	0.63	249	374775	3783213	0	0	0	0
F12933	448.6693	641.74	1	0.89	90	0	0	869747	0	0	0
F12934	642.3847	141.99	0.78	0.86	130	0	533329	679153	0	622688	0
F12935	642.3847	171.5	0.73	0.8	60	0	89287	163238	0	128722	0
F12936	610.3421	171.5	0.73	0.71	81	416172	0	264379	321442	488738	0
F12937	610.3421	431.66	0.65	0.77	41	199564	0	187600	273622	284385	0
F12938	643.4818	162.88	1	0.96	661	0	1234116	1117493	2445859	0	0
F12939	644.3429	145.04	1	0.81	107	0	1265165	0	0	0	0
F12940	611.2305	620.8	1	0.99	738	10628630	9408988	8751140	0	0	0
F12941	611.2305	646.35	1	0.93	1464	13545295	15239984	15309759	0	0	0
F12942	644.3789	144.07	1	0.93	124	0	1572025	1372240	0	0	0
F12943	452.2663	145.95	1	0.59	117	0	0	31664	3317363	187341	0
F12944	452.2663	172.51	1	0.95	390	0	0	1338471	2143141	2161085	0
F12945	452.2663	236.86	1	0.9	136	0	0	670221	1316132	853892	0
F12946	645.4719	138.82	1	0.77	78	0	743964	899166	1285107	1021705	0
F12947	611.6834	763.76	1	0.94	629	4962658	5704103	6169540	0	0	0
F12948	458.1421	545.18	1	0.95	36	0	0	1242896	0	0	0
F12949	612.0571	814.46	1	0.96	247	1030456	11253	1261565	0	0	0
F12950	612.0571	825.59	1	0.97	126	86938	1149461	117684	0	0	0
F12951	647.4708	132.51	0.79	0.9	29	0	1109610	0	0	0	0
F12952	647.4708	140.93	0.79	0.55	32	0	1251772	0	0	0	0
F12953	461.251	157.74	1	0.84	388	0	0	10193582	0	0	0
F12954	612.2223	621.97	1	0.99	118	1111846	969445	899176	0	0	0
F12955	612.2223	646.35	1	0.85	250	1699247	1979475	1854264	0	0	0
F12956	650.3948	186.61	0.9	0.94	140	0	1560227	1297497	90740	93957	0
F12957	650.3948	430.49	0.9	0.97	139	0	1636482	1469914	35162	37140	0
F12958	464.1308	140.93	1	0.62	1712	0	0	4320993	0	5926177	0
F12959	612.2431	659.46	1	0.81	1885	11216293	13120009	14654024	0	0	0
F12960	612.5195	139.87	1	0.94	63	549332	0	600015	0	483822	0
F12961	653.4263	125.2	1	0.89	302	0	2824262	0	0	0	0
F12962	328.9362	815.52	1	0.95	106	1363768	0	0	0	0	0
F12963	612.6811	764.87	1	0.95	378	2332075	2691885	3036496	0	0	0
F12964	471.4158	168.67	1	0.91	9	0	0	1348379	0	0	0
F12965	328.9587	800.38	1	0.96	117	1578976	115614	1412390	0	0	0
F12966	328.9587	811.12	1	0.98	89	14186	1553752	250901	0	0	0
F12967	654.4294	125.2	1	0.95	456	0	783304	727557	648255	629049	0
F12968	473.2718	161.85	0.8	0.58	86	0	0	188198	381875	0	0
F12969	613.159	139.87	1	0.95	144	850139	0	0	0	0	0
F12970	613.159	813.39	1	0.95	172	2210522	0	0	0	0	0
F12971	654.5154	153.86	1	0.79	13	0	2254286	0	0	0	0
F12972	656.3423	145.95	1	0.82	34	0	1129078	0	0	0	0
F12973	613.2482	659.46	1	0.83	529	2918349	3592450	4082398	0	0	0
F12974	656.5209	161.85	0.67	0.76	62	0	427522	0	0	0	0
F12975	477.2299	169.59	0.83	0.73	112	0	0	1060342	0	0	0
F12976	613.2991	145.95	1	0.79	115	229321	444495	0	0	0	0
F12977	658.4338	141.99	0.57	0.58	79	0	581636	0	0	0	0
F12978	477.3776	141.99	1	0.7	6	0	0	356848	0	501213	0
F12979	660.5192	128.35	0.7	0.96	434	0	4244241	0	0	0	0
F12980	481.3124	410.85	0.71	0.91	14	0	0	2067917	0	0	0
F12981	614.1615	140.93	1	0.71	269	743476	313887	367119	493576	0	0
F12982	614.1615	815.52	1	0.59	76	419668	355075	359665	0	0	0
F12983	486.3665	140.93	1	0.33	95	0	0	1425306	0	1684184	0
F12984	661.4872	132.51	1	0.37	5	0	925352	0	1097240	0	0
F12985	486.6865	796.3	1	0.97	78	0	0	549601	0	0	0
F12986	614.2584	668.14	1	0.97	833	7408649	7134760	8689389	0	0	0
F12987	670.4167	141.99	0.8	0.7	153	0	938898	0	920041	347000	0
F12988	614.3316	145.04	1	0.95	278	1657519	1444092	1269114	0	0	0
F12989	487.1936	217.68	0.79	0.95	71	0	0	1701845	0	0	0
F12990	671.4863	160.81	0.88	0.76	139	0	0	0	0	1573646	0
F12991	672.374	146.83	1	0.74	99	0	648909	1113643	826475	0	0
F12992	614.3705	143.05	1	0.94	805	1652275	2058568	1683678	1911585	1761897	0
F12993	614.3705	171.5	0.95	0.85	143	0	0	0	893922	787424	0
F12994	614.3705	473.16	0.96	0.98	100	0	0	0	900386	854758	0
F12995	672.9101	185.63	1	0.93	69	0	692981	686451	0	0	0
F12996	672.9101	429.39	1	0.92	96	0	842217	843660	0	0	0
F12997	491.3927	145.95	1	0.52	31	0	0	766053	1142753	1027199	0
F12998	615.262	668.14	1	0.94	239	1759429	1679099	2112189	0	0	0
F12999	496.3312	410.85	0.83	0.98	196	0	0	1965764	0	0	0
F13000	615.4048	143.05	1	0.77	102	409674	304449	424827	278589	0	0
F13001	331.0611	665.92	0.68	0.7	20	3010300	0	0	0	0	0
F13002	616.443	141.99	0.55	0.43	67	503284	111952	0	0	300930	0
F13003	500.4676	140.93	1	0.84	133	0	0	352320	571629	0	0
F13004	680.3636	145.95	0.75	0.93	103	0	201704	0	252581	427804	0
F13005	616.4566	140.93	1	0.75	17	1732418	2061933	0	0	1944822	0
F13006	331.0929	774.92	1	0.85	175	1414862	1500199	1341475	0	0	0
F13007	684.3728	145.04	1	0.45	46	0	1026637	0	0	0	0
F13008	684.4796	141.99	0.83	0.42	79	0	416654	0	0	328253	0
F13009	617.3212	147.7	1	0.57	99	0	1167796	0	0	0	0
F13010	617.3212	489.76	1	0.89	477	8701169	8326730	8140474	0	0	0
F13011	690.5506	139.87	1	0.97	54	0	1513408	1365286	1642636	1290624	0
F13012	618.3331	172.51	1	0.95	164	622370	1214965	0	891592	0	0
F13013	692.3999	145.95	1	0.72	119	0	652775	960849	719064	1178210	0
F13014	619.2327	759.23	1	0.96	172	1449581	1434989	1294829	0	0	0
F13015	619.3674	141.99	1	0.82	8	866067	921163	0	0	1234612	0
F13016	692.4785	171.5	1	0.97	34	0	850931	0	1080297	859925	0
F13017	693.5115	145.95	1	0.79	232	0	1572026	0	0	1803964	0
F13018	700.2338	139.87	1	0.88	208	0	630110	0	0	624359	0
F13019	621.4826	131.41	0.85	0.33	18	302424	295851	366109	0	0	0
F13020	621.4826	155.75	1	0.73	153	2324376	2577209	2406052	0	0	0
F13021	705.5334	139.87	1	0.91	10	0	502582	0	0	798629	0
F13022	622.1729	764.87	1	0.95	513	3186107	4145199	4412067	0	0	0
F13023	716.3626	147.7	1	0.89	387	0	397705	536387	968881	628431	0
F13024	716.3626	156.73	1	0.42	313	0	723402	971522	1874932	823177	0
F13025	622.4002	273.07	0.5	0.92	42	741251	0	0	0	740463	0
F13026	716.4341	183.67	0.96	0.9	50	0	670761	622632	0	0	0
F13027	716.4341	433.89	0.95	0.94	60	0	774748	791473	0	0	0
F13028	622.6744	764.87	1	0.93	288	1624784	1943952	2215757	0	0	0
F13029	717.5251	257.76	0.5	0.32	21	0	1011898	0	0	0	0
F13030	623.1708	764.87	1	0.95	294	1487570	1662763	1941415	0	0	0
F13031	719.3199	422.84	1	0.85	60	0	1137426	1037724	0	0	0
F13032	719.5493	140.93	1	0.67	13	0	820137	0	0	1297009	0
F13033	515.2135	781.02	1	0.65	840	0	0	6304528	0	0	0
F13034	332.2343	148.57	1	0.88	399	366940	814250	474869	327343	292022	0
F13035	625.1149	794.19	1	0.89	70	996926	17775	668257	0	0	0
F13036	625.1149	803.36	1	0.95	45	23592	871315	22685	0	0	0
F13037	720.5764	805.42	1	0.97	91	0	425878	0	0	0	0
F13038	521.3624	140.93	1	0.85	13	0	0	533488	0	0	0
F13039	332.2951	144.07	1	0.85	178	239300	441116	243850	0	0	0
F13040	625.3164	145.04	1	0.36	197	1163557	102313	0	318730	334704	0
F13041	526.3885	141.99	1	0.89	26	0	0	799579	0	0	0
F13042	724.569	418.51	1	0.82	70	0	541561	880229	0	0	0
F13043	332.5621	800.38	1	0.97	595	3219299	52681	3216248	0	0	0
F13044	332.5621	811.12	1	0.99	387	82223	3631111	463458	0	0	0
F13045	529.3539	144.07	1	0.95	104	0	0	33232	2646792	0	0
F13046	625.3257	168.67	1	0.93	482	1157771	904018	1147815	531022	0	0
F13047	625.3257	469.63	0.92	0.97	100	628950	676345	665626	0	0	0
F13048	726.4986	160.81	1	0.77	10	0	765836	0	1489039	1979748	0
F13049	332.6218	644.06	1	0.92	821	4681104	4965403	4936452	0	0	0
F13050	727.3941	170.53	1	0.93	142	0	522615	739905	667681	747224	0
F13051	626.3172	146.83	0.67	0.87	176	148625	104208	300652	0	836934	0
F13052	537.4995	137.77	1	0.94	20	0	0	575099	0	0	0
F13053	626.4997	140.93	1	0.78	286	605295	0	627039	758080	847937	0
F13054	333.0598	778.96	1	0.85	69	597928	4080	504333	0	0	0
F13055	333.0598	788.71	0.78	0.93	56	6286	583945	94455	0	0	0
F13056	730.306	642.9	1	0.81	72	0	606077	675425	0	0	0
F13057	333.0639	800.38	1	0.78	128	708405	0	514752	0	0	0
F13058	333.0639	812.31	1	0.82	86	35375	811002	228949	0	0	0
F13059	627.254	754.62	1	0.97	129	1883145	2003385	2010221	0	0	0
F13060	627.254	786.48	1	0.78	63	495909	611644	840822	0	0	0
F13061	733.5573	251.7	0.38	0.62	16	0	36961	1433481	0	0	0
F13062	627.4375	133.55	0.71	0.63	75	512838	0	0	0	0	0
F13063	333.1235	644.06	1	0.89	180	1249872	1321913	1260404	0	0	0
F13064	545.3673	141.99	0.71	0.69	158	0	0	504593	371821	279973	0
F13065	333.1848	145.95	1	0.61	121	466467	0	467309	0	0	0
F13066	734.5402	140.93	1	0.87	376	0	1129568	0	1746885	1489452	0
F13067	547.275	171.5	1	0.8	57	0	0	462362	498383	0	0
F13068	628.0663	813.39	1	0.68	67	1447276	0	1236797	0	0	0
F13069	628.0663	823.3	1	0.98	61	2939	1562674	79252	0	0	0
F13070	550.468	145.95	1	0.94	324	0	0	4525838	0	0	0
F13071	736.4309	187.59	0.43	0.89	51	0	624125	592855	0	0	0
F13072	736.4309	238.79	0.64	0.88	65	0	0	554989	0	0	0
F13073	333.9687	796.3	1	0.97	31	570059	0	0	0	0	0
F13074	333.9687	822.18	1	0.95	32	0	0	0	604798	0	0
F13075	554.4416	140.93	1	0.88	217	0	0	2365408	3098493	0	0
F13076	760.2003	138.82	1	0.95	83	0	2069546	0	0	1965162	0
F13077	764.5298	139.87	0.5	0.43	48	0	412112	496519	305309	0	0
F13078	335.2173	186.61	0.93	0.73	53	332051	397114	403221	272800	0	0
F13079	335.2584	144.07	1	0.97	734	1017165	1532691	1167821	1495488	1317709	0
F13080	778.5505	139.87	1	0.85	108	0	33788	0	499631	480077	0
F13081	778.5505	168.67	1	0.98	333	0	367546	0	836146	598383	0
F13082	336.0872	782.14	1	0.78	309	1838744	67127	2185290	0	0	0
F13083	336.0872	789.84	1	0.99	316	54265	2363455	112473	0	0	0
F13084	785.3992	171.5	1	0.86	155	0	375571	213737	0	374639	0
F13085	565.0922	111.41	1	0.78	21	0	0	384490	0	395404	0
F13086	336.2504	152.96	1	0.88	1111	19322395	24427822	26419050	9402648	8581753	0
F13087	804.2633	137.77	1	0.93	111	0	1253941	0	0	1299466	0
F13088	567.8601	152.07	1	0.85	467	0	0	2069146	995419	892074	0
F13089	337.1093	773.92	1	0.78	237	1899631	1954778	1798800	0	0	0
F13090	820.5568	139.87	1	0.89	523	0	3542792	2571161	3681281	0	0
F13091	337.1721	843.06	1	0.94	265	3224175	85389	1823385	0	0	0
F13092	337.1721	852.35	1	0.96	245	955874	3386968	1340814	0	0	0
F13093	337.2537	152.96	1	0.75	527	3726673	3745651	3974202	1083929	0	0
F13094	872.447	170.53	0.7	0.89	99	0	194196	0	433186	0	0
F13095	872.447	238.79	0.67	0.63	73	0	0	0	323733	0	0
F13096	904.3781	516.63	1	0.98	96	0	765651	921983	0	0	0
F13097	904.4014	137.77	1	0.97	52	0	2108566	0	1219056	0	0
F13098	338.8318	788.71	1	0.89	20	826537	0	0	0	0	0
F13099	338.8318	801.36	1	0.95	23	0	1035723	0	0	0	0
F13100	338.8318	814.46	1	0.96	43	0	0	0	1059411	1075175	0
F13101	628.2742	646.35	1	0.91	2136	11721752	12259126	12184695	0	0	0
F13102	597.4692	145.95	1	0.48	38	0	0	618931	378738	0	0
F13103	939.9814	822.18	0.8	0.99	47	0	0	0	0	852924	0
F13104	628.3818	186.61	0.95	0.91	126	1490261	1434017	1205143	0	0	0
F13105	628.3818	427.22	1	0.94	163	1544965	1599214	1496312	0	0	0
F13106	339.051	664.81	1	0.47	160	1335568	499739	451364	0	0	0
F13107	339.051	692.3	1	0.77	173	2283136	977592	914846	0	0	0
F13108	958.914	807.69	0.36	0.96	91	0	1170790	3655	0	0	0
F13109	600.2809	145.95	0.88	0.92	35	0	0	316604	99991	0	0
F13110	600.2809	152.07	1	0.32	41	0	0	340836	405860	0	0
F13111	628.8837	186.61	1	0.89	95	672935	852781	714509	0	0	0
F13112	628.8837	429.39	1	0.98	139	943576	1047659	957204	0	0	0
F13113	962.4004	522.04	1	0.98	137	0	1254707	1588337	0	0	0
F13114	340.0812	802.36	1	0.88	89	705469	32622	0	0	0	0
F13115	340.0812	815.52	1	0.91	88	33864	762661	0	0	0	0
F13116	968.2812	564.63	1	0.7	41	0	1029115	1099172	0	0	0
F13117	602.4475	162.88	1	0.91	511	0	0	4526031	0	0	0
F13118	629.2412	705.55	1	0.98	56	1194928	1318218	1318016	0	0	0
F13119	629.2412	775.92	1	0.86	67	913928	261470	951682	0	0	0
F13120	629.2412	784.27	1	0.81	41	3627	798100	184074	0	0	0
F13121	603.4507	132.51	1	0.96	241	0	0	0	0	1740286	0
F13122	603.4507	163.9	1	0.73	278	0	0	724233	0	866644	0
F13123	629.2778	645.21	1	0.88	232	3158898	3270555	3198675	0	0	0
F13124	607.0887	812.31	1	0.94	15	0	0	583976	0	0	0
F13125	629.4581	236.86	0.73	0.42	32	1029546	1045443	0	850770	914297	0
F13126	609.3602	157.74	1	0.54	126	0	0	547972	538568	0	0
F13127	630.192	140.93	1	0.94	1840	4943645	10816349	0	8433102	0	0
F13128	630.3324	164.92	1	0.42	152	1037972	1082904	0	977126	1220717	0
F13129	619.4703	159.79	1	0.86	129	0	0	2687761	0	0	0
F13130	622.4207	159.79	1	0.93	633	0	0	2655850	0	2373821	0
F13131	631.4451	161.85	0.9	0.76	770	2560777	3625907	0	4114428	0	0
F13132	633.2127	620.8	1	0.98	100	736460	708786	655310	0	0	0
F13133	633.2127	647.47	1	0.84	769	2525779	3720974	4162389	0	0	0
F13134	633.4356	139.87	0.71	0.79	86	430602	354594	692865	0	0	0
F13135	148.112	164.92	1	0.34	8	0	0	534568	0	392959	0
F13136	148.112	458.06	1	0.41	9	0	0	2064771	0	2115892	0
F13137	632.1892	139.87	1	0.98	5	0	0	1495664	0	0	0
F13138	634.2252	659.46	1	0.63	76	1174533	1244957	1145282	0	0	0
F13139	633.1637	764.87	1	0.96	81	0	0	892261	0	0	0
F13140	340.2597	208.68	0.86	0.75	16	5110610	1358092	0	3457001	0	0
F13141	340.2597	238.79	0.89	0.63	13	8233789	3531277	0	5442076	0	0
F13142	340.2597	278.22	0.88	0.63	13	8233789	3531277	0	5442076	0	0
F13143	634.4448	248.68	0.92	0.49	106	649075	0	998975	0	0	0
F13144	635.141	815.52	1	0.96	159	961721	4088	634260	0	0	0
F13145	635.141	826.81	1	0.96	101	45445	894494	83436	0	0	0
F13146	341.2798	169.59	1	0.9	101	1420458	1593719	1668977	0	0	0
F13147	639.3899	124.17	0.38	0.94	138	0	0	1460742	0	0	0
F13148	155.9552	798.38	1	0.97	27	0	0	579638	0	0	0
F13149	635.332	499.99	1	0.93	202	3034946	2954298	3099122	0	0	0
F13150	645.3524	172.51	1	0.9	67	0	0	438009	0	0	0
F13151	162.0504	655.21	1	0.87	94	0	0	1902029	0	0	0
F13152	342.2143	145.95	1	0.87	211	699255	1484654	947956	0	674275	0
F13153	342.2143	401.29	0.86	0.31	32	182297	214374	200090	0	267516	0
F13154	168.0428	788.71	1	0.97	95	0	0	0	1899383	0	0
F13155	647.1926	755.75	1	0.92	35	0	0	1105562	0	0	0
F13156	635.4883	233.86	0.75	0.75	23	1208759	0	1268326	0	1269964	0
F13157	342.2317	265.88	0.47	0.79	68	830410	0	0	0	0	0
F13158	171.1251	148.57	1	0.85	473	0	0	625390	4856848	0	0
F13159	636.4837	140.93	1	0.93	212	755547	745237	0	936836	644748	0
F13160	342.3084	140.93	1	0.77	5	442175	0	445821	0	429834	0
F13161	176.1172	1005.18	0.6	0.75	77	0	0	697879	0	0	0
F13162	638.3783	125.2	1	0.95	959	6033290	6157293	5551911	6012807	5798948	0
F13163	343.0404	815.52	1	0.95	114	1036270	13972	795813	0	0	0
F13164	343.0404	825.59	1	0.87	81	125454	993353	298718	0	0	0
F13165	639.4028	132.51	1	0.87	368	2192317	513129	0	1231853	837019	0
F13166	656.4003	171.5	0.15	0.91	45	0	0	187368	173073	0	0
F13167	343.1155	167.76	1	0.84	411	970628	394992	342234	0	710777	0
F13168	176.1435	156.73	0.98	0.9	17	0	0	436137	493480	325342	0
F13169	176.1435	447.66	0.76	0.68	10	0	0	1276357	1256762	1216511	0
F13170	343.1238	851.21	1	0.91	114	1012022	6137	1006131	0	0	0
F13171	343.1238	859.08	1	0.97	106	4504	1081391	129892	0	0	0
F13172	639.4248	144.07	0.88	0.38	32	478597	242586	661499	0	0	0
F13173	673.0704	814.46	1	0.56	79	0	0	476270	0	0	0
F13174	343.1727	156.73	1	0.51	150	612533	731907	369753	0	0	0
F13175	640.4055	132.51	0.83	0.89	189	1197040	375487	433287	699385	485173	0
F13176	640.4055	163.9	0.75	0.74	122	344035	232370	96748	430813	503403	0
F13177	673.4667	143.05	0.57	0.91	66	0	0	322885	378651	292456	0
F13178	675.5011	140.93	1	0.66	7	0	0	618023	336577	0	0
F13179	640.6982	801.36	0.69	0.76	5	0	413920	0	0	0	0
F13180	640.6982	813.39	1	0.95	10	0	0	0	648238	472592	0
F13181	343.2633	144.07	1	0.77	164	415455	386873	434331	0	436930	0
F13182	641.4416	143.05	1	0.89	147	574919	838508	517256	1091252	658303	0
F13183	686.4132	118.83	1	0.81	99	0	0	630663	0	550121	0
F13184	343.307	834.5	1	0.8	98	14385358	0	0	18888734	0	0
F13185	199.0889	786.48	1	0.98	134	0	0	1068787	0	0	0
F13186	344.092	749	1	0.81	85	582920	585709	610422	0	0	0
F13187	642.2536	642.9	1	0.94	6503	66991807	73281038	71844825	0	0	0
F13188	642.3979	146.83	0.8	0.33	24	362912	0	185271	0	0	0
F13189	344.2989	172.51	1	0.89	50	285655	390254	459480	0	0	0
F13190	344.2989	371.66	1	0.9	66	1826295	2013855	2058002	0	0	0
F13191	714.0637	401.29	1	0.74	36	0	0	2016785	0	0	0
F13192	643.2569	644.06	1	0.92	3474	19299399	20896651	20694329	0	0	0
F13193	345.2626	144.07	0.44	0.87	116	214722	0	240825	0	312524	0
F13194	222.0297	824.43	1	0.97	91	0	0	788061	0	0	0
F13195	716.229	138.82	1	0.79	16	0	0	886177	403159	0	0
F13196	644.2488	645.21	1	0.88	144	1700059	1748172	1771825	0	0	0
F13197	345.3188	160.81	1	0.97	790	1725274	1789534	1471077	0	0	0
F13198	646.0445	792.06	1	0.96	206	3845846	15020	3959882	0	0	0
F13199	646.0445	803.36	1	0.98	140	29917	4160502	234618	0	0	0
F13200	721.9559	792.06	1	0.91	13	0	0	476135	0	0	0
