id_number	mz	rtime	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F1835	328.1971	186.61	27364902	26125574	27278478	28518472	28585483	28579457
F3314	342.264	155.75	913312	1012117	1534030	611975	668299	450282
F4065	355.2037	185.63	0	161764	270134	128826	251403	302695
F4263	440.2488	156.73	716952	635340	797217	931349	1140717	986269
F4468	481.2992	237.83	0	0	0	526555	469779	524006
F5779	454.2519	802.36	0	0	0	260130	260781	265576
F6091	457.2839	413.02	280468	326646	336319	358770	325963	387059
F6369	460.2176	171.5	381811	302772	589405	287494	379624	416986
F7194	513.3775	144.07	490033	0	528366	0	0	544720
F7509	471.341	171.5	0	0	0	487308	327801	261224
F7921	477.3104	287.59	8925997	9268479	9588960	9115904	9349502	9821120
F7974	436.269	460.38	1902250	1984973	2044900	2407737	2297439	2429737
F8097	522.2705	238.79	249215	28493	174275	223537	272140	265590
F8620	638.3078	138.82	0	0	0	185459	431775	261423
F8964	643.4693	236.86	0	0	0	282498	399126	480064
F9773	660.4886	161.85	2820274	3454679	3288979	2993101	3368054	3864429
F9824	599.3557	140.93	300033	479345	374892	246611	481249	292468
F10112	603.4447	155.75	206789	0	303302	96703	96860	224221
F10266	549.4356	139.87	0	1062655	945186	656100	955870	704889
F10337	550.4587	414.1	0	0	0	3775199	3461076	3688280
F10530	678.3469	159.79	0	401094	0	416623	237244	635978
F10853	686.1819	824.43	0	0	0	337844	313170	312222
F11369	566.2804	237.83	1914906	2181561	2214870	1874755	2184318	1988642
F11509	569.1914	139.87	0	0	0	0	788552	609033
F11766	572.2913	172.51	419460	380111	0	306820	0	355670
F12746	319.1977	196.68	1373196	1434119	1521235	0	0	0
F12764	559.3264	144.07	0	520607	0	579671	575299	0
F12800	574.3071	171.5	0	431716	0	519903	513628	0
F13436	417.2862	276.1	0	0	4193285	1679	0	0
F686	271.1548	165.91	0	0	266188	262759	534883	282654
F1908	226.9884	826.81	13624255	13491281	17511835	199736	59803	18987
F2184	291.1803	171.5	726323	0	734666	0	1107974	0
F2626	240.153	259.78	19558032	20406515	21532771	23929702	24458477	23522372
F2647	297.254	167.76	0	0	0	0	593571	461463
F2905	339.2206	425	429176	401660	440002	553510	585047	560996
F5042	486.3428	236.86	320418	41942	320143	277578	345353	265511
F5508	366.1761	212.72	5728035	5840518	6174386	10079081	9383667	9336030
F5901	497.359	159.79	1566978	1702810	992606	0	721760	422512
F5954	498.3066	156.73	465323	577875	541226	447388	435053	611361
F5960	369.2232	186.61	1921792	1827104	1610541	1739726	1495749	1402260
F7189	380.3004	162.88	0	139395	229968	0	254912	319651
F7395	430.28	157.74	355333	0	177868	411075	258403	200595
F7570	432.2449	248.68	1009814	1120068	961616	1061557	1172553	1152175
F7675	433.2839	201.71	17126505	16852130	18631469	17922401	18027447	18584417
F7793	475.3417	144.07	1284734	2307489	1463804	1873921	3089284	2501952
F8628	584.3063	158.76	558224	353863	247687	475875	0	367661
F8840	587.3101	426.07	503677	577450	598892	580862	595147	650673
F9451	540.2643	889.91	0	0	0	1817708	1806931	1730513
F10128	548.31	237.83	182902	0	230093	217128	355004	236106
F10815	613.9322	823.3	0	0	0	1528952	979953	2867318
F10862	686.2684	660.5	0	0	0	0	469060	370290
F10985	617.4025	145.04	388716	643768	1103152	860147	946849	558120
F12076	176.1221	960.69	0	16003	1611297	0	0	0
F12084	177.1001	787.59	660919	0	775978	0	0	0
F12320	291.0717	502.26	0	3120314	0	0	0	0
F12658	224.1262	186.61	1395503	1325467	1431595	0	0	0
F13176	640.4055	163.9	344035	232370	96748	430813	503403	0
F13862	432.2031	646.35	632991	693569	816733	0	0	0
F13998	459.1023	423.92	1890497	500949	462992	0	0	0
F125	309.2537	156.73	1650065	1348395	1346408	466949	489295	562882
F398	201.1684	146.83	702641	1166654	1083050	2617217	2837739	3203450
F444	134.1109	1012.74	0	0	0	3927528	3984062	4000213
F529	203.1149	700	14399	19381	22934	2291431	2299589	2435879
F1823	287.1148	237.83	851185	94062	855162	854704	0	555883
F2265	165.1274	147.7	10386684	10688960	11024040	22430525	19500328	20799411
F2719	241.1915	173.54	687565	580244	598880	881383	998632	993008
F3192	303.1059	456.9	1324865	1495433	1423464	1450917	1430734	1446161
F3250	179.0852	145.04	746308	520466	513782	724883	921118	669954
F4185	356.1696	456.9	838299	1031749	987728	0	0	1129
F4365	357.2315	257.76	58900	1793132	59178	43390	39167	42858
F4797	483.3527	125.2	394254	386187	368947	448704	385079	425235
F4805	406.2215	158.76	389379	537237	331149	679882	625649	529737
F5162	448.2327	237.83	504742	94828	600509	659794	536798	587252
F5275	364.2117	237.83	3256138	3598113	3493405	3626076	3807932	3943963
F6189	370.7537	814.46	0	0	0	800509	750353	471998
F6614	374.2693	238.79	2004316	2204373	2260382	2415011	2423031	2327590
F6851	509.3825	143.05	1046366	0	978703	0	810028	0
F6889	377.2321	236.86	688171	74622	796186	703198	749694	710462
F7909	436.233	237.83	714321	764094	667184	826005	765353	755230
F8157	526.2861	158.76	469972	439942	144219	273659	166251	301916
F8159	526.2861	236.86	668917	644556	654289	562164	621896	567721
F8271	577.3344	145.04	80378	346579	297691	368297	262709	411473
F9177	647.5077	130.38	8368665	9286354	8842805	9502420	9713416	9798709
F10080	666.3692	166.85	1219995	1061243	986639	1149511	1241313	1380354
F11125	619.438	238.79	857246	194828	911587	933308	1021894	955490
F12564	562.2569	724.31	2089265	2018028	2024055	0	0	0
F12655	573.949	816.58	1155592	4042	707331	0	0	0
F13065	333.1848	145.95	466467	0	467309	0	0	0
F13679	391.3574	140.93	923279	911518	0	0	727530	0
F469	268.2636	146.83	936685	545134	494975	706642	434001	1115046
F851	318.098	688.96	3905617	4342909	4502693	4241192	4381177	4196996
F1511	219.1093	976.46	4553754	4493432	4458901	0	0	0
F2285	333.1696	237.83	1283666	1443705	1492231	1549736	1450958	1630814
F3104	247.1331	148.57	1113143	1917036	1478829	1443120	1681831	1857954
F3293	251.1855	169.59	58600434	59059530	59050177	63818600	60899630	61257581
F4672	444.2447	148.57	824688	730204	898321	300388	916917	768298
F4982	362.1959	237.83	0	818902	912600	1078324	1069780	1043132
F5142	363.1778	233.86	0	44592	157953	325121	240998	310240
F6034	418.2225	145.95	2328065	1688437	1610517	1803779	1931595	2088569
F6906	465.216	187.59	497703	535965	665306	541193	605266	585788
F8253	577.2839	237.83	0	2856	0	0	411608	438937
F8887	642.478	131.41	333792	42760	346314	340197	436698	525489
F9134	536.322	237.83	402759	32971	359796	459701	437352	324804
F9901	545.2999	166.85	440778	360691	323263	290360	442457	325516
F10079	603.3779	413.02	0	0	274922	405542	390646	361676
F10302	942.4122	520.96	0	0	0	1710063	1167181	1159783
F10626	610.3579	160.81	229732	131092	442225	379811	349688	201632
F11412	566.4783	141.99	844752	1006106	750313	1599581	714002	1439039
F11994	167.0929	391.81	8549569	8683187	8297085	0	0	0
F12216	508.0034	814.46	6769368	15400	6691232	0	0	0
F12326	339.2359	147.7	0	616894	0	0	0	0
F12371	359.2044	168.67	0	196890	232917	255866	0	0
F12752	584.8578	427.22	801156	810191	924965	0	0	0
F12758	319.3039	303.64	41536	2243696	353601	0	0	0
F12774	321.0247	844.08	1277818	1246224	1207145	0	0	0
F12911	327.3369	146.83	197425	260956	366641	0	0	0
F13358	343.1324	145.95	0	0	515436	447631	0	0
F13448	361.0873	782.14	858283	1009943	980475	0	0	0
F377	132.1146	1017.05	0	0	0	8277973	8716926	9155707
F800	272.2375	765.93	0	0	0	0	900655	913973
F2302	292.2847	147.7	2674023	1623468	1491211	2566730	2005702	1765332
F2431	294.2276	253.71	21588815	21736262	24566707	20313458	20617496	22212410
F2582	239.1434	145.95	2739609	1808847	1789327	2399024	2663993	2241127
F2876	174.1206	167.76	1531544	1447945	1527777	2272427	2468557	2088044
F3277	180.0882	404.42	1083430	1074417	557639	0	72816	0
F4146	399.2162	236.86	369079	58311	487070	502816	564375	531469
F5232	411.1211	705.55	0	0	0	2662424	2854637	3042648
F6849	377.0486	240.76	0	0	0	0	537649	660249
F9447	782.3792	237.83	290895	4453	149599	178896	182937	165775
F9832	662.427	170.53	0	528830	424173	0	0	0
F9969	601.378	140.93	0	2648779	2819999	3331297	0	2813446
F10097	884.4446	237.83	262409	2863	0	283980	363648	242800
F10217	604.4577	240.76	494545	141913	451524	482898	492096	506201
F11069	384.2222	459.22	7303202	8138468	8475016	7284313	7735149	8046543
F11949	728.3676	145.95	183191	617050	0	0	0	37000
F12383	199.9913	823.3	1222990	1324774	1120443	0	0	0
F12688	226.0503	782.14	59469	972032	383741	0	0	0
F12895	605.4885	156.73	760493	0	980714	0	0	0
F13013	692.3999	145.95	0	652775	960849	719064	1178210	0
F13321	672.0775	826.81	71315	954690	80857	0	0	0
F13905	429.0577	688.96	16299716	6602582	5768463	0	0	0
F1371	216.1346	407.59	0	0	0	1964317	1939506	1636689
F1888	159.0805	144.07	591076	758817	0	812262	948458	720040
F3000	300.3204	139.87	0	0	0	600435	589618	582442
F3243	303.2895	146.83	1245886	1738848	1440948	1057880	1008762	1205636
F3420	344.1398	164.92	226973	174501	325845	228681	204543	290881
F4122	398.363	238.79	147298	11955	245467	176634	171414	100619
F4492	442.3162	414.1	10166	4018	2923	372951	325563	303761
F5021	408.2952	145.04	216830	100751	287147	262486	219531	62958
F5024	486.3064	156.73	151446	281730	423784	163752	196242	227071
F5059	447.2629	242.72	363354	23305	327492	360003	453977	399733
F5602	492.3323	235.83	594761	335211	637615	729873	764087	842438
F5719	415.2833	168.67	0	133342	0	1432681	0	0
F6072	457.258	236.86	261647	12799	286565	326422	289420	317440
F6370	460.2176	236.86	457571	609776	434376	505893	507005	463017
F7761	386.2539	145.95	676494	385989	656479	405698	515059	427283
F9902	545.2999	173.54	985454	699871	906646	1094267	1027417	1192571
F10381	606.3272	237.83	317794	23298	325203	417965	387649	380757
F10494	608.2917	167.76	1835468	1919946	1595738	1705179	1540290	1561950
F11614	706.4898	170.53	51373	1315224	972527	741522	571521	914154
F12109	499.2869	413.02	407775	449001	516472	0	0	0
F12887	244.0913	257.76	0	1147154	0	0	0	0
F12954	612.2223	621.97	1111846	969445	899176	0	0	0
F13947	447.1103	641.74	591653	659180	592426	0	0	0
F399	201.1684	161.85	1402575	1445982	1389081	3275265	3488873	2888137
F605	138.0994	167.76	761938	830544	766581	1378889	1326749	1213392
F1504	283.275	166.85	233137	329339	453078	0	0	0
F1543	284.1707	523.11	18486124	18786038	18997847	17776246	17230151	17844412
F3464	254.1753	158.76	5017653	5015168	5102259	5626477	6135945	4753101
F3548	255.9949	831.27	0	0	0	0	1148325	1243633
F4079	355.2266	130.38	2282669	2432915	2304467	2640365	2544100	2506692
F4118	355.2592	417.43	229917	215824	197357	1033464	959809	995880
F4611	403.3204	141.99	462558	0	0	0	458367	615467
F4981	362.1959	154.79	0	818902	912600	1078324	1069780	1043132
F5339	489.3467	172.51	1198426	1192841	887716	1096400	1457760	1217629
F5461	490.3739	253.71	223231	157721	269397	298646	277369	252390
F5554	452.2162	779.98	0	501932	0	1169254	1253750	1294732
F6104	370.238	238.79	597647	15856	575396	631702	648522	525692
F6166	419.243	256.74	77725	2282153	47416	22493	4656	22498
F6606	462.2808	259.78	0	3896676	0	0	0	0
F7844	435.2126	211.72	833765	862649	958365	760027	805328	934765
F7933	387.2531	233.86	415329	132308	469170	496153	464650	621688
F8069	389.2508	129.37	1568662	2021671	2275174	2011096	2205546	2260675
F8197	523.3999	141.99	739096	704358	781615	0	851024	712160
F8354	578.4054	413.02	321811	391084	410650	431927	423802	444553
F9124	536.2858	237.83	242768	44698	273789	263229	317916	350095
F9260	538.2857	236.86	4032856	3999128	3928659	4229694	4203383	4262960
F9672	817.4246	344.24	865601	820559	821792	1094158	1073374	1153340
F10067	870.4311	237.83	313488	5927	0	271320	351441	347596
F10432	552.279	145.04	0	445202	0	556433	0	0
F10437	552.2816	237.83	249813	0	249918	0	255592	307989
F11062	562.2854	171.5	183109	209804	273505	234532	451544	162785
F11932	164.9354	304.7	4872597	4808215	6288008	0	0	0
F12331	526.2645	146.83	226955	128071	393726	195949	222083	0
F12408	202.0868	165.91	365720	411435	250785	0	0	0
F12756	319.3039	172.51	426021	392604	366463	0	0	0
F12902	606.8713	187.59	974550	908718	633051	0	0	0
F12943	452.2663	145.95	0	0	31664	3317363	187341	0
F12965	328.9587	800.38	1578976	115614	1412390	0	0	0
F142	123.1157	153.86	63532	251454	186766	156153	49043	0
F1529	284.1646	147.7	444449	727227	189138	312064	172000	504095
F2142	331.1904	146.83	19618567	19923678	20434338	17729026	17766153	18783145
F2786	173.0961	145.95	1452305	1042148	1349492	1335243	1398815	939039
F3340	305.1571	262.83	41979064	43383965	51654753	46007401	43230286	46836189
F3731	351.2413	307.97	1861218	1984161	2509862	0	0	995801
F3796	347.1429	796.3	0	0	0	710524	860628	742906
F3808	395.2794	158.76	202924	702106	0	0	0	0
F4281	400.2546	257.76	800385	8481197	787652	740367	783733	910194
F4663	444.2376	237.83	237860	28375	300772	212852	229267	283160
F4669	482.3481	237.83	411840	463758	469184	303699	324987	348352
F5793	454.2794	237.83	432617	414728	545188	505301	499309	520400
F5912	456.2232	159.79	162625	252889	503972	384964	338340	230779
F6323	502.3595	143.05	1033430	677152	547427	744977	882298	281370
F6376	372.2234	186.61	24695053	24010802	24326158	24531103	24699637	24767444
F6756	424.2693	237.83	566858	502263	605838	708150	681771	712541
F7608	472.6935	577.55	0	0	0	758383	796625	924332
F8446	392.2431	237.83	597932	112700	654678	890064	765023	851819
F9864	662.4804	140.93	662433	1018662	143427	959136	0	919925
F10296	550.3011	237.83	332152	37222	250924	341904	347423	424023
F10771	684.3427	237.83	503512	181764	552724	295563	386761	399349
F11478	625.4257	141.99	0	344130	331013	0	185093	269087
F11641	706.5837	140.93	0	0	0	0	680168	517210
F11849	717.5181	238.79	880361	0	1108630	30193	31336	0
F12205	186.0875	850.17	9318100	14042528	14856264	0	0	0
F12215	187.1636	899.1	3068234	3167312	3315645	0	0	0
F12548	305.1471	159.79	604720	148762	0	642490	0	0
F12795	574.2646	146.83	0	921614	0	0	0	0
F13193	345.2626	144.07	214722	0	240825	0	312524	0
F13349	675.3207	169.59	308535	276707	0	0	0	0
F13476	363.6964	499.99	817174	797810	945897	0	0	0
F13852	421.2582	133.55	264879	362764	308459	0	312226	0
F13855	502.3829	170.53	0	0	0	0	1008518	0
F560	203.1478	236.86	1691495	1835145	1811502	918383	1013341	957010
F1001	210.1218	793.12	4784	35083	2955	1126542	973487	880813
F1242	322.2189	299.24	0	0	0	8075586	8820191	9382784
F1513	325.2263	832.34	0	0	0	1648348	1915440	2334292
F1665	326.3782	173.54	3029556	2708825	2578824	2602262	2636917	2401626
F1740	286.1439	237.83	600057	210886	0	0	608723	753578
F2154	291.0871	688.96	4250036	4417059	4444490	4499508	4432413	4354484
F2861	174.0847	640.59	0	0	0	2064995	1953514	1714009
F2992	340.2118	254.73	3009363	3990803	3307238	3098409	3238224	3621792
F3053	176.8824	818.78	0	18385	0	703830	996951	1352797
F3460	254.1682	231.88	0	0	457521	387655	0	440810
F3510	307.1752	241.74	714009	652932	840992	718220	794324	745588
F3636	257.1791	259.78	5550029	626685	6226728	7000358	7016695	7377171
F5181	488.2496	237.83	299067	83594	334936	422977	354958	293925
F5308	449.3736	237.83	169076	8749	268248	262556	243454	239257
F5363	490.2438	236.86	247216	196690	264515	366041	247085	315130
F6544	422.2535	237.83	1259669	1204032	1283802	1363743	1430347	1426263
F8362	578.4359	116.71	0	0	572080	250377	567213	417602
F8564	637.3772	236.86	397926	75595	464171	645791	738423	792995
F8848	587.3406	239.78	69919	0	194159	146928	128663	147292
F8909	643.1973	784.27	0	0	0	770927	0	955374
F8971	643.5127	236.86	464270	65122	526008	472400	403026	404895
F9196	648.4525	171.5	0	0	0	1641967	1416011	1654391
F10582	609.3822	127.33	0	170563	242879	242759	225180	193537
F11023	374.196	820.99	0	0	0	1016738	0	808047
F11111	619.3825	160.81	274609	152704	170353	55249	0	162837
F11308	446.2013	186.61	340158	0	547266	319522	371104	480180
F11723	711.0695	399.17	23147770	25041190	24427852	22131351	22447670	24414092
F11938	481.2547	170.53	644931	577304	369201	0	0	0
F12072	271.968	822.18	1427776	1738820	1691776	0	0	0
F12246	284.0226	815.52	997832	976164	904027	0	0	0
F12304	523.3043	127.33	1226092	0	53645	1323474	1357175	0
F12976	613.2991	145.95	229321	444495	0	0	0	0
F13368	244.0898	159.79	0	0	0	711767	0	0
F14032	470.275	145.04	1065925	0	0	0	0	0
F134	309.6802	239.78	0	0	731144	664797	699603	951809
F1338	281.175	145.95	1083829	987874	1667311	1532262	1312593	1157882
F2115	330.6306	717.64	0	0	0	640153	708469	753382
F2306	165.1638	155.75	632405	1107599	624866	358695	426774	464321
F2678	241.1531	207.69	460914	481629	509420	415678	458606	565180
F3463	181.1087	719.81	0	0	0	1027981	964868	955440
F3553	345.1334	431.66	801714	939242	0	12252	21617	36857
F3980	190.0975	156.73	37953	146012	118652	1095361	848646	966389
F4204	356.1918	702.27	7611270	6270895	7024008	38123	41691	113855
F4556	403.2112	145.04	1677838	1244806	1138529	940985	1099310	1543235
F4566	482.2083	257.76	17728	2140719	6977	0	8746	0
F5908	417.1834	422.84	0	0	0	873082	843651	913132
F6468	503.4575	172.51	1564585	1519603	1398503	878544	780032	972970
F7415	384.1865	184.65	727064	665443	758879	721335	787072	669878
F7718	474.343	158.76	48373	272865	250215	80136	241418	354158
F9286	650.4825	122.08	286901	433009	407056	542965	522209	502419
F9339	652.3318	237.83	198899	14562	300104	365583	313426	358149
F10020	865.6277	162.88	393108	0	335007	355294	436461	384701
F10731	556.3321	238.79	489515	164565	437425	620110	521669	437662
F11068	384.2222	172.51	13778960	14747304	14031398	12541178	13777138	14002897
F11313	622.2662	633.67	0	0	0	882270	792783	658907
F11460	495.2439	172.51	0	0	123864	415662	355529	343206
F11759	630.4587	160.81	0	0	0	0	535974	240107
F11872	156.077	1029	130762648	108949110	93811015	1984979	0	0
F12056	269.1386	167.76	481345	442482	0	581387	606231	0
F12644	487.1192	786.48	0	798729	696282	0	0	0
F12888	604.3543	189.56	1577428	1403203	1534918	0	0	0
F13163	343.0404	815.52	1036270	13972	795813	0	0	0
F13170	343.1238	851.21	1012022	6137	1006131	0	0	0
F13285	666.1318	782.14	11721	1400367	137226	0	0	0
F13610	758.5197	141.99	710074	767638	817182	653714	553704	0
F13925	439.1966	545.18	1129225	1235899	1221811	0	0	0
F201	311.1276	116.71	562012	787506	818668	712517	781353	875139
F849	208.9391	827.95	1545205	1539291	2085647	14419	2108	0
F1247	213.1643	145.04	666945	722077	0	740036	608044	765141
F1348	215.0918	160.81	7069526	8304589	7853686	7575648	7450082	6756412
F1777	286.2379	145.04	6120588	5671192	4663111	5672367	6246329	5015199
F2248	231.207	164.92	0	0	0	394475	334718	300810
F3474	344.2429	254.73	53321	7151478	0	0	0	0
F3818	187.1119	145.04	4681238	4507830	4242296	4152895	4455490	3974329
F4254	356.9134	826.81	1110444	1270203	1688790	31110	9394	1642
F4286	478.3895	236.86	196150	54374	222362	250704	270418	249196
F4395	357.2746	172.51	299061	171164	203564	0	0	258532
F4794	360.2534	145.95	2861012	4699830	3349318	3381994	3413251	3622829
F4934	446.1898	553.1	0	0	0	2065100	1862990	1919602
F5076	409.2623	164.92	0	231540	0	0	496511	131760
F5331	450.2853	237.83	735315	632261	691183	849228	743864	790925
F5580	452.2639	156.73	1468542	1541185	253682	0	0	2110759
F6858	377.1713	237.83	0	0	236815	148055	183914	154902
F7258	381.3549	151.18	4690621	4934287	4405729	0	5248227	2806127
F7576	385.2264	460.38	955165	1067090	1181831	1026697	1060461	1084098
F8590	393.2231	185.63	1114698	0	1180854	1019481	0	1093707
F8913	588.3596	239.78	309905	0	353253	218350	489592	397699
F8914	588.3596	414.1	287961	284160	301660	340847	356406	347098
F9505	791.5908	122.08	302036	300947	328256	330010	311259	357299
F9895	843.9194	822.18	0	0	0	970913	1086927	1082962
F11684	709.3082	794.19	0	0	0	900955	0	940108
F11844	573.3234	238.79	153855	0	268945	212318	167394	173139
F11942	260.1135	781.02	4894336	177584	5172887	0	0	0
F12372	199.0913	644.06	549338	475726	467905	0	0	0
F12409	298.2167	145.95	367820	0	250241	231784	0	0
F14022	467.4097	140.93	860264	1209785	387867	0	819403	0
F167	310.2226	156.73	7193366	6938608	6520631	6526394	7011854	7090369
F270	129.9568	826.81	2411776	2266494	2966112	46878	16147	9145
F287	265.1651	413.02	1951050	2162864	1692001	2106791	2088568	1971009
F487	314.1813	522.04	1141635	1163717	1224080	1467921	1443759	1515093
F1336	281.171	185.63	415269	326936	327029	355110	339540	329764
F1911	288.1595	147.7	279621	246777	436617	110803	266128	89238
F2087	290.1292	238.79	223300	34253	408237	190211	249099	336747
F2543	336.1736	174.58	0	417698	352909	332592	316411	330121
F2832	242.2847	238.79	6359420	6641669	6581789	5390278	5355111	5460989
F3041	340.2847	156.73	932176	1193533	1000003	564344	479683	295126
F3271	304.154	148.57	263008	478107	397047	447825	387053	126115
F3329	342.3193	427.22	281647	232525	232591	259053	264373	242885
F3779	352.2328	150.31	4240361	3410370	2948669	4430924	3416818	3404830
F3901	189.0886	660.5	0	0	0	219094	263348	246243
F4776	405.3727	139.87	0	0	0	595766	440509	556929
F5099	487.2685	155.75	903124	667843	428082	405039	627373	664958
F5435	451.1938	232.87	1246574	416237	1433432	1319034	1137104	1347190
F5441	413.2504	144.07	424955	96692	259512	0	0	274982
F5885	497.2737	414.1	1826811	5802	10091	68836	64909	53248
F6693	506.3113	236.86	536025	217349	617661	653659	541937	596462
F6908	465.216	272.06	467044	355686	455630	782666	764974	817048
F7039	427.302	172.51	107699	185233	199110	0	0	360176
F8759	533.2724	237.83	431038	316776	319118	450495	336969	426624
F8834	642.1717	815.52	0	0	0	788279	921699	694549
F9002	746.523	256.74	0	1312702	0	0	9918	8823
F9682	597.4524	141.99	2646729	1979570	2512204	1637891	2272039	1915935
F10214	548.8657	829.06	906128	1022998	1266034	0	6488	0
F10804	613.4267	114.52	0	0	644691	0	932942	0
F10861	558.4145	140.93	2667518	2957967	2625799	3170595	0	2436003
F11251	621.1343	836.75	0	0	0	656504	679396	882193
F11592	570.3129	275.09	582154	621578	710058	524613	624824	597720
F11780	630.4799	131.41	3263312	914543	2576046	3560911	4490057	3200502
F12075	176.1221	950.06	1560387	17299	24206	0	0	0
F12207	289.1147	808.82	0	107296	773103	0	0	0
F12464	406.211	131.41	0	1961229	1906942	0	0	0
F12975	477.2299	169.59	0	0	1060342	0	0	0
F13408	407.2076	148.57	0	0	1034463	0	0	0
F561	203.1759	187.59	2636404	2531661	2677603	2233267	2197854	2311097
F620	138.1221	549.75	0	0	0	4180201	3917171	3836791
F634	205.1553	427.22	881665	831918	865279	947839	985300	964392
F1288	323.1815	486.24	818148	796842	845350	828801	804214	832335
F2629	336.2533	146.83	6742113	6538758	7149162	7622930	6934381	16123949
F2797	242.1871	253.71	2146920	124180	2579405	2360502	2493640	2705116
F3689	184.2061	422.84	1800805	1802556	1737601	1518871	1479351	1514614
F4361	479.7227	763.76	0	1454	0	1322867	1254413	1313612
F6180	419.2622	544.01	640310	935756	928970	1120793	1203265	1180792
F6235	420.1864	237.83	466829	516067	536358	600940	649231	454136
F6296	420.2464	237.83	0	2790	0	525971	469783	434478
F7176	429.2229	239.78	368501	3940	271768	329529	283293	238414
F7655	386.1962	236.86	290738	40208	244789	303396	333564	308879
F8139	522.3429	413.02	19515	50995	0	435829	398208	384239
F8398	391.2477	236.86	186041	36272	268547	241760	207868	246581
F11022	374.196	237.83	445171	94009	411985	456377	447782	480180
F11928	259.1077	787.59	11832	638392	226674	0	0	0
F12224	509.4682	137.77	1078910	724202	0	0	0	0
F12513	550.3597	171.5	459088	360822	0	547840	514650	0
F13087	804.2633	137.77	0	1253941	0	0	1299466	0
F13327	672.4083	186.61	1179037	1049623	922059	0	0	0
F13361	345.1543	171.5	0	0	486445	623691	0	0
F13409	315.0976	235.83	0	0	0	416394	313677	0
F13584	513.374	170.53	0	0	0	460680	444088	0
F642	270.3158	300.32	5727366	53865525	5909001	4917927	4915777	5181647
F855	318.1245	825.59	0	0	0	3051116	3072012	2842639
F928	319.1156	419.6	3876168	2655307	2635932	2940171	2158610	2390070
F1115	321.1694	616.22	2435	1162	4592	654180	554930	555858
F1565	284.2069	258.76	114689690	13032847	150684793	110296328	120640375	134251970
F1867	328.9268	825.59	2003978	1508497	1793302	22257	6063	1529
F1884	329.1384	236.86	354875	390427	456900	434160	437634	365971
F1973	228.1712	501.12	3910559	4067286	4224809	3476142	3359131	3597443
F3121	247.1695	145.95	2647327	3363868	3379933	2801186	2840074	2662494
F3410	343.2593	170.53	1666657	1458246	1586818	1197726	1068338	1012896
F3424	306.1785	145.95	366347	0	0	223744	75784	212111
F4025	437.178	187.59	1420348	1105958	1138313	1091383	1101328	1166941
F4213	194.1627	145.04	0	0	0	468561	702698	465870
F4457	402.2118	157.74	1411769	1205161	1221942	1231683	1105615	1069595
F4536	481.4257	139.87	609505	510238	0	720414	715609	664131
F5539	366.2272	237.83	4139525	3929649	4478796	4541656	4607506	4664332
F5725	368.2066	237.83	1506429	1721523	1797899	1711971	1895553	1949169
F5996	417.6797	681.3	0	0	0	799651	896727	997458
F6039	456.966	825.59	1032731	1153955	1390100	0	9461	2417
F6554	505.2394	169.59	1763636	1237074	1240924	1351130	1404527	1347295
F6710	424.2331	145.04	326457	303246	532230	414326	293855	329939
F7205	380.8746	825.59	0	1005528	1313530	0	5230	2660
F7523	471.4243	140.93	1086832	965935	849807	0	867414	998854
F8037	524.3221	237.83	490593	563100	668244	662373	622818	702474
F8614	583.4004	238.79	223301	8040	296709	351400	289705	318054
F8774	640.3688	237.83	315960	12768	318588	387940	385695	284337
F9137	646.4873	131.41	2342153	1252379	764624	2486664	1940764	1189030
F9290	538.338	237.83	286445	46200	315076	315148	282694	226198
F9329	768.3999	236.86	716757	347546	933859	822930	807448	920603
F9432	779.2297	138.82	0	0	2908503	2017457	3587351	4173351
F10725	612.3744	473.16	0	0	0	740241	747938	624065
F10940	616.4272	133.55	0	0	309457	267592	359432	256431
F11825	149.0807	775.92	1695250	1616339	1655361	0	0	0
F11907	722.5092	179.64	539068	449308	306491	561405	462498	246914
F11934	725.6169	171.5	0	0	0	843126	1104826	1267903
F12159	279.1263	128.35	486582	485840	476413	508496	0	0
F12435	393.106	692.3	0	1856603	1980288	0	0	0
F12618	569.4747	805.42	7291672	0	0	6485397	0	0
F12637	477.6371	718.72	0	1233896	1613641	0	0	0
F12860	240.1678	145.95	162833	0	299458	205769	327960	0
F13503	706.4927	171.5	1225430	0	0	0	0	0
F13633	385.1555	647.47	917218	897830	979126	0	0	0
F14019	467.2964	172.51	445610	0	589898	358969	394433	0
F993	319.3624	247.67	0	0	0	1926969	1798401	1934579
F1161	212.0315	795.26	0	0	0	497390	299068	260786
F2897	339.2166	251.7	359534	192140	436892	368441	365651	501850
F3529	255.1785	158.76	0	0	335679	387228	435282	500305
F4035	355.1535	145.95	627747	251969	331822	444944	0	525155
F4091	355.2329	175.61	296121	261003	251968	335524	392897	378548
F4268	357.152	164.92	416247	619668	844322	445958	575191	472316
F4339	357.2059	236.86	1358139	1244533	1543206	1462544	1375682	1386163
F4995	446.2959	277.19	24479	4479950	0	13499	10582	13126
F5703	494.2749	237.83	1733751	1834476	1898276	1970853	2044840	2054480
F5791	496.2541	237.83	348577	346299	0	375428	440683	391429
F6003	417.7295	177.63	835708	892536	924600	1008711	1352453	1172322
F6735	463.356	119.89	347902	377732	361895	390957	365910	361676
